time,Wind speed 100 Hz,RH,Air temperature,Leaf Wetness,Soil conductivity_25cm,Soil conductivity_15cm,Soil conductivity_5cm,Soil temperature_25cm,Soil temperature_15cm,Soil temperature_5cm,Soil moisture_25cm,Soil moisture_15cm,Soil moisture_5cm,Precipitation,Pyranometer
2022-07-27 17:40:00+03:00,0.968484,30.84611,35.70001,0,1447.971,1687.838,2395.948,26.87019,31.51619,44.54574,11.78543,9.945084,1.627946,0,483.711
2022-07-27 17:50:00+03:00,1.637485,29.75128,34.77683,0,1449.93,1692.125,2384.154,26.92781,31.7075,43.70346,11.78543,9.929589,1.636106,0,215.7244
2022-07-27 18:00:00+03:00,1.121894,32.78782,34.44495,0,1451.109,1691.5,2365.725,27.07786,31.73304,42.68004,11.77361,9.929589,1.656612,0,410.4677
2022-07-27 18:10:00+03:00,1.229948,33.59274,34.09018,0,1450.319,1690.873,2349.087,27.03741,31.73951,41.6901,11.77952,9.935788,1.673127,0,387.5792
2022-07-27 18:20:00+03:00,1.544772,34.49683,34.06348,0,1449.907,1691.768,2339.157,27.10381,31.72085,41.28421,11.78543,9.929589,1.684538,0,365.2628
2022-07-27 18:30:00+03:00,1.618809,33.74914,33.91852,0,1452.277,1693.828,2321.044,27.28553,31.8291,40.53762,11.77066,9.923392,1.70331,0,330.9301
2022-07-27 18:40:00+03:00,1.788894,34.05814,33.25475,0,1451.087,1692.484,2317.767,27.26534,31.93725,39.8459,11.77952,9.929589,1.713792,0,300.0305
2022-07-27 18:50:00+03:00,1.404702,36.39658,33.27764,0,1451.079,1692.304,2294.935,27.29129,31.88018,39.07832,11.78839,9.938886,1.734872,0,262.2644
2022-07-27 19:00:00+03:00,1.378022,36.28977,32.79697,0,1453.46,1694.367,2296.56,27.41533,31.8992,38.44165,11.77657,9.941986,1.743347,0,230.9834
2022-07-27 19:10:00+03:00,1.48074,37.57534,32.27436,0,1453.048,1693.554,2286.83,27.44129,31.93725,37.75936,11.77952,9.954395,1.753976,0,195.6969
2022-07-27 19:20:00+03:00,1.598799,37.91867,31.79752,0,1452.623,1692.92,2265.882,27.4932,31.88669,37.10065,11.7943,9.945084,1.76785,0,165.7511
2022-07-27 19:30:00+03:00,0.689678,39.05165,31.49233,0,1451.825,1694.537,2262.674,27.45287,31.86114,36.34594,11.79726,9.957501,1.779641,0,77.24879
2022-07-27 19:40:00+03:00,0.309488,39.36828,31.05745,0,1452.601,1692.92,2251.483,27.59703,31.91823,35.64259,11.78839,9.951291,1.794715,0,63.89715
2022-07-27 19:50:00+03:00,0.655661,40.81407,30.59968,0,1454.597,1694.722,2229.252,27.67492,31.88018,34.98881,11.78248,9.94819,1.805528,0,62.56199
2022-07-27 20:00:00+03:00,0.003335,41.76394,30.2678,0,1454.177,1693.37,2229.252,27.68074,31.83559,34.39915,11.78839,9.954395,1.820733,0,40.05493
2022-07-27 20:10:00+03:00,0,42.21027,29.56969,0,1453.753,1693.37,2218.21,27.70087,31.68235,33.85754,11.79134,9.954395,1.833826,0,18.6923
2022-07-27 20:20:00+03:00,0,45.70077,28.84108,0,1452.965,1690.142,2213.495,27.75863,31.72047,33.27848,11.80021,9.963706,1.843682,0,12.58869
2022-07-27 20:30:00+03:00,0,46.20813,28.34516,0,1454.943,1692.572,2199.399,27.75018,31.6568,32.71491,11.78839,9.935788,1.859076,0,12.97017
2022-07-27 20:40:00+03:00,0,46.71931,28.14297,0,1455.32,1694.816,2188.498,27.88844,31.63739,32.21933,11.78839,9.938886,1.864593,0,9.727627
2022-07-27 20:50:00+03:00,0,47.53567,27.65469,0,1454.53,1690.959,2186.943,27.86833,31.52263,31.65674,11.7943,9.941986,1.881202,0,5.14992
2022-07-27 21:00:00+03:00,0,47.98199,27.25414,0,1452.894,1691.588,2176.094,27.8742,31.49065,31.25982,11.80613,9.932685,1.929299,0,2.670329
2022-07-27 21:10:00+03:00,0,50,26.64378,0,1453.265,1690.426,2171.462,27.90603,31.34387,30.86958,11.80909,9.926491,1.948514,0,1.525902
2022-07-27 21:20:00+03:00,0,51.7319,25.85413,0,1456.487,1689.978,2163.758,27.94624,31.3246,30.5207,11.80021,9.941986,1.906838,0,1.335164
2022-07-27 21:30:00+03:00,0,52.60167,25.40398,0,1455.278,1691.5,2159.148,28.07608,31.3246,30.02952,11.80021,9.926491,1.915804,0,1.335164
2022-07-27 21:40:00+03:00,0.068701,55.4284,24.97673,0,1456.862,1689.177,2151.485,28.09615,31.17144,29.71307,11.79726,9.941986,1.919172,0,1.335164
2022-07-27 21:50:00+03:00,0.49358,53.76898,24.89662,0,1456.459,1689.801,2139.275,28.05599,31.12039,29.31918,11.80021,9.932685,1.932682,0,1.335164
2022-07-27 22:00:00+03:00,0.3335,53.54391,24.65248,0,1456.459,1688.196,2134.716,28.11621,30.96722,29.04428,11.80317,9.941986,1.938327,0,1.335164
2022-07-27 22:10:00+03:00,0.794397,54.84092,24.5037,0,1455.652,1688.373,2131.679,28.11621,30.91617,28.77796,11.80613,9.929589,1.998776,0,1.335164
2022-07-27 22:20:00+03:00,0.701017,54.7837,24.29771,0,1455.232,1688.103,2134.716,28.07608,30.77568,28.52149,11.81501,9.941986,1.946248,0,1.335164
2022-07-27 22:30:00+03:00,0.520927,54.88289,24.44648,0,1455.232,1687.659,2124.104,28.05599,30.71196,28.23558,11.81501,9.929589,1.970125,0,1.144427
2022-07-27 22:40:00+03:00,0.728364,55.34447,24.10696,0,1455.215,1685.347,2116.558,28.09615,30.60985,28.05476,11.81205,9.926491,1.965563,0,1.335164
2022-07-27 22:50:00+03:00,0.486243,57.16029,23.77508,0,1455.62,1684.81,2107.531,28.12212,30.50773,27.7465,11.81797,9.929589,1.967843,0,1.144427
2022-07-27 23:00:00+03:00,0.810405,57.20988,23.62631,0,1454.811,1685.868,2116.558,28.11621,30.40563,27.56403,11.81501,9.917201,1.975835,0,1.144427
2022-07-27 23:10:00+03:00,1.074537,57.5494,23.56146,0,1455.603,1682.505,2106.032,28.17404,30.35457,27.30735,11.81797,9.932685,1.981556,0,1.144427
2022-07-27 23:20:00+03:00,0.69368,59.06004,23.2372,0,1455.181,1684.003,2104.531,28.15398,30.30353,27.10068,11.82389,9.917201,1.989581,0,1.144427
2022-07-27 23:30:00+03:00,0.370852,59.63226,22.96254,0,1455.973,1682.851,2101.534,28.128,30.0993,26.84694,11.82389,9.923392,1.993026,0,1.144427
2022-07-27 23:40:00+03:00,0.242788,60.68131,22.58106,0,1455.99,1683.462,2101.534,28.12212,30.0993,26.76485,11.82094,9.917201,2.004536,0,1.144427
2022-07-27 23:50:00+03:00,0.072036,60.02136,22.69933,0,1456.378,1681.162,2101.534,28.09615,29.97167,26.68588,11.82389,9.929589,2.005689,0,1.144427
2022-07-28 00:00:00+03:00,0,60.31891,22.85191,0,1455.99,1680.622,2089.587,28.17404,29.89509,26.48069,11.80909,9.914103,2.010306,0,1.144427
2022-07-28 00:10:00+03:00,0.158079,60.40665,22.69933,0,1455.163,1679.205,2094.059,28.07608,29.71639,26.29415,11.81797,9.914103,2.019557,0,1.144427
2022-07-28 00:20:00+03:00,0.251459,61.96307,22.39033,0,1455.568,1678.497,2094.059,28.07608,29.69087,26.11766,11.81501,9.914103,2.025354,0,1.144427
2022-07-28 00:30:00+03:00,0,62.47807,22.04318,0,1456.378,1678.497,2100.037,28.09615,29.61429,26.01569,11.81797,9.904819,2.027675,0,1.144427
2022-07-28 00:40:00+03:00,0.558946,61.95163,22.05081,0,1455.99,1677.083,2086.609,28.07608,29.48665,25.81168,11.81797,9.911007,2.035811,0,1.144427
2022-07-28 00:50:00+03:00,0.384192,61.89059,22.03937,0,1455.973,1677.685,2080.669,28.07608,29.46113,25.65403,11.81501,9.917201,2.040468,0,1.144427
2022-07-28 01:00:00+03:00,0.602301,62.8481,21.89822,0,1456.412,1676.107,2094.059,28.11621,29.28245,25.54943,11.81205,9.911007,2.047467,0,1.144427
2022-07-28 01:10:00+03:00,0.636985,62.02792,21.85626,0,1456.412,1677.576,2089.587,28.05599,29.28245,25.44611,11.80909,9.901728,2.048635,0,1.144427
2022-07-28 01:20:00+03:00,0.352176,62.24155,21.81048,0,1457.221,1675.564,2088.098,28.07018,29.10375,25.1927,11.81797,9.911007,2.05331,0,1.144427
2022-07-28 01:30:00+03:00,0.229448,62.38651,21.84863,0,1454.794,1674.587,2083.635,27.9722,29.11709,25.2407,11.80909,9.898633,2.054479,0,1.144427
2022-07-28 01:40:00+03:00,0,64.99962,21.61975,0,1456.428,1674.316,2086.609,27.9722,28.89348,25.08571,11.81501,9.901728,2.067374,0,1.144427
2022-07-28 01:50:00+03:00,0.310155,64.09933,21.63119,0,1455.62,1675.182,2088.098,27.96046,28.91294,25.07465,11.81797,9.892449,2.067374,0,1.335164
2022-07-28 02:00:00+03:00,0.695681,65.09117,21.47097,0,1455.232,1673.77,2085.123,27.88844,28.93239,25.05868,11.81205,9.898633,2.070898,0,1.144427
2022-07-28 02:10:00+03:00,0.650325,65.24757,21.63501,0,1455.636,1672.633,2085.123,27.90854,28.70878,25.09929,11.81205,9.889354,2.079137,0,1.144427
2022-07-28 02:20:00+03:00,0.158746,63.02357,22.02411,0,1455.636,1673.224,2083.635,27.86833,28.70878,25.05868,11.80909,9.889354,2.079137,0,1.144427
2022-07-28 02:30:00+03:00,0.370852,61.68078,22.52766,0,1456.443,1672.088,2091.077,27.85663,28.59468,25.05868,11.80909,9.892449,2.082674,0,1.144427
2022-07-28 02:40:00+03:00,0.022011,61.95163,22.34455,0,1455.652,1671.384,2092.567,27.88844,28.50463,25.0703,11.80317,9.873909,2.081495,0,1.144427
2022-07-28 02:50:00+03:00,0.007337,61.56634,22.32548,0,1455.636,1672.985,2089.587,27.84823,28.52567,25.05318,11.80317,9.876997,2.09449,0,1.144427
2022-07-28 03:00:00+03:00,0.397532,61.8143,22.13092,0,1456.848,1670.407,2086.609,27.8047,28.33957,24.89273,11.81205,9.880086,2.086215,0,1.144427
2022-07-28 03:10:00+03:00,0.332833,66.39582,21.39086,0,1454.441,1671.575,2085.123,27.75863,28.30047,24.70326,11.81501,9.873909,2.099227,0,1.144427
2022-07-28 03:20:00+03:00,0.249458,59.71618,22.39796,0,1455.248,1672.861,2085.123,27.68074,28.28258,24.54213,11.81501,9.861565,2.102784,0,1.144427
2022-07-28 03:30:00+03:00,0.585626,57.7554,23.17235,0,1454.458,1671.226,2088.098,27.70087,28.21371,24.45921,11.81205,9.892449,2.107532,0,1.144427
2022-07-28 03:40:00+03:00,0.761047,59.93744,23.05791,0,1454.828,1670.317,2083.635,27.64047,28.1159,24.40756,11.82094,9.858479,2.108721,0,1.144427
2022-07-28 03:50:00+03:00,0.538936,61.61975,22.81377,0,1455.695,1670.04,2085.123,27.67492,28.17461,24.43208,11.80317,9.86465,2.118239,0,1.144427
2022-07-28 04:00:00+03:00,0.235451,63.56527,22.44755,0,1455.32,1668.91,2082.15,27.58271,28.06073,24.31387,11.79726,9.86465,2.114667,0,1.144427
2022-07-28 04:10:00+03:00,0.673003,63.14565,22.35218,0,1453.296,1669.485,2095.552,27.5769,27.97056,24.15461,11.80613,9.855391,2.12898,0,1.335164
2022-07-28 04:20:00+03:00,0.434884,61.66552,22.58869,0,1453.713,1670.594,2083.635,27.4932,27.96466,24.14823,11.80909,9.861565,2.124202,0,1.525902
2022-07-28 04:30:00+03:00,0.484242,59.83062,22.67262,0,1453.727,1665.824,2082.15,27.47305,27.81165,24.16426,11.80317,9.86465,2.12659,0,1.335164
2022-07-28 04:40:00+03:00,0.457562,62.62302,22.19577,0,1454.128,1667.946,2079.184,27.45287,27.80576,24.14285,11.80317,9.843062,2.124202,0,1.144427
2022-07-28 04:50:00+03:00,0.437552,64.94621,22.02792,0,1454.542,1668.515,2089.587,27.47305,27.78616,23.94179,11.7943,9.833816,2.13496,0,1.144427
2022-07-28 05:00:00+03:00,0.843088,64.19852,22.4361,0,1453.74,1665.415,2083.635,27.4932,27.64488,23.87599,11.80021,9.839982,2.136157,0,1.144427
2022-07-28 05:10:00+03:00,0.68701,65.11787,22.25681,0,1454.154,1663.445,2085.123,27.44129,27.5625,23.79228,11.78543,9.839982,2.142149,0,1.144427
2022-07-28 05:20:00+03:00,1.212606,66.45686,22.03937,0,1452.952,1666.828,2085.123,27.37496,27.57629,23.80303,11.80021,9.830737,2.149354,0,1.144427
2022-07-28 05:30:00+03:00,0.895114,67.14351,21.74182,0,1452.577,1664.291,2094.059,27.35478,27.47431,23.75142,11.79726,9.846142,2.148152,0,1.144427
2022-07-28 05:40:00+03:00,0.278806,68.25742,21.4023,0,1453.377,1663.868,2083.635,27.31149,27.39782,23.70073,11.80317,9.849228,2.152961,0,1.144427
2022-07-28 05:50:00+03:00,0.594297,67.66994,21.54727,0,1453.777,1665.559,2092.567,27.26534,27.39782,23.54943,11.78839,9.846142,2.158982,0,1.144427
2022-07-28 06:00:00+03:00,0.10005,69.74136,21.02464,0,1454.966,1663.877,2088.098,27.28553,27.34682,23.56995,11.79134,9.836894,2.158982,0,1.144427
2022-07-28 06:10:00+03:00,0,71.5877,20.42573,0,1454.187,1663.176,2088.098,27.21342,27.24485,23.3189,11.78543,9.836894,2.16622,0,1.71664
2022-07-28 06:20:00+03:00,0.250125,71.46181,20.56306,0,1453.799,1663.317,2077.703,27.20765,27.19385,23.31722,11.78248,9.827658,2.167428,0,3.051804
2022-07-28 06:30:00+03:00,0.171419,70.9659,20.74617,0,1451.403,1664.298,2079.184,27.07786,27.19385,23.15718,11.79726,9.821499,2.174683,0,8.392462
2022-07-28 06:40:00+03:00,0.021344,73.07927,20.22736,0,1453,1661.916,2082.15,27.07786,27.06637,23.13219,11.79134,9.830737,2.181952,0,16.78492
2022-07-28 06:50:00+03:00,0.012673,73.67056,20.16251,0,1453.011,1661.636,2080.669,27.07786,26.98987,23.07979,11.78543,9.827658,2.190451,0,23.27001
2022-07-28 07:00:00+03:00,0.039353,74.18555,20.18158,1,1453.419,1662.193,2088.098,27.05764,26.98987,22.92653,11.78543,9.818422,2.192883,0,28.99214
2022-07-28 07:10:00+03:00,0,74.85313,20.16251,1,1452.213,1664.159,2080.669,27.05764,26.88789,22.956,11.77952,9.830737,2.192883,0,39.48272
2022-07-28 07:20:00+03:00,0.082708,74.18555,20.29984,1,1452.234,1659.538,2089.587,27.0519,26.88789,22.95081,11.78839,9.821499,2.196534,0,48.82887
2022-07-28 07:30:00+03:00,0.157412,72.70924,20.74998,0,1451.437,1660.093,2085.123,26.9221,26.7859,22.95081,11.7943,9.818422,2.201407,0,55.88617
2022-07-28 07:40:00+03:00,0.005336,71.77081,21.18868,0,1450.662,1659.394,2088.098,26.89614,26.7859,23.10638,11.79134,9.809193,2.201407,0,72.28962
2022-07-28 07:50:00+03:00,0.074037,68.82582,22.32166,0,1451.855,1659.53,2076.22,26.84993,26.68391,23.26037,11.78543,9.821499,2.208729,0,115.0149
2022-07-28 08:00:00+03:00,0,67.47158,23.63775,0,1451.864,1657.717,2098.541,26.87019,26.60743,23.56995,11.78248,9.815342,2.206287,0,226.7872
2022-07-28 08:10:00+03:00,0.016675,61.51674,24.46174,0,1451.88,1657.85,2091.077,26.84422,26.58192,23.96224,11.78839,9.809193,2.208729,0,124.5518
2022-07-28 08:20:00+03:00,0.223445,62.48951,23.99252,0,1451.079,1659.097,2110.537,26.71443,26.58192,24.22025,11.7943,9.799965,2.216066,0,106.6224
2022-07-28 08:30:00+03:00,0.126063,61.72274,24.13748,0,1450.294,1659.229,2115.051,26.71443,26.55643,24.34072,11.79134,9.799965,2.21974,0,140.0015
2022-07-28 08:40:00+03:00,0.079373,62.356,24.13748,0,1450.303,1658.114,2121.083,26.66251,26.45444,24.47961,11.78839,9.812268,2.216066,0,98.03922
2022-07-28 08:50:00+03:00,0.24679,62.96254,23.78271,0,1450.707,1657.285,2125.618,26.66251,26.47425,24.40533,11.77952,9.806118,2.21974,0,92.69856
2022-07-28 09:00:00+03:00,0.115391,60.26169,25.30861,0,1450.319,1656.587,2130.162,26.66251,26.37796,24.51707,11.77657,9.80304,2.225871,0,330.3578
2022-07-28 09:10:00+03:00,0.167417,56.16083,27.48302,0,1451.505,1656.02,2131.679,26.66251,26.37796,24.85207,11.77066,9.796893,2.21974,0,380.3311
2022-07-28 09:20:00+03:00,0.176755,51.92645,28.4329,0,1451.121,1655.452,2125.618,26.66251,26.37796,25.21053,11.7677,9.790745,2.229554,0,411.8029
2022-07-28 09:30:00+03:00,0.422878,48.43977,28.52064,0,1448.759,1655.864,2148.425,26.4808,26.37796,25.67857,11.78248,9.787674,2.218515,0,443.6561
2022-07-28 09:40:00+03:00,0.364849,45.57107,28.88304,0,1450.343,1656.277,2151.485,26.45484,26.37228,26.01434,11.77952,9.781531,2.220965,0,467.1168
2022-07-28 09:50:00+03:00,0.172753,46.47135,29.65743,0,1449.548,1654.47,2165.293,26.45484,26.32696,26.29845,11.77657,9.790745,2.21729,0,502.0218
2022-07-28 10:00:00+03:00,0.239453,44.13672,30.13047,0,1449.171,1654.342,2160.684,26.45484,26.26465,26.68588,11.77952,9.790745,2.213618,0,526.4363
2022-07-28 10:10:00+03:00,0.014007,41.79065,30.93156,0,1449.958,1655.294,2173.003,26.43452,26.27597,27.10068,11.76475,9.784599,2.212395,0,556.5728
2022-07-28 10:20:00+03:00,0.044689,42.45441,31.12993,0,1450.355,1653.773,2182.285,26.38259,26.32696,27.74484,11.75885,9.799965,2.207508,0,582.3224
2022-07-28 10:30:00+03:00,0.247457,39.33394,31.99588,0,1449.576,1656.53,2200.962,26.29908,26.37796,28.34066,11.77361,9.781531,2.196534,0,615.3201
2022-07-28 10:40:00+03:00,0.279473,40.52796,31.41604,0,1448.399,1656.242,2210.356,26.27313,26.37228,29.07012,11.77657,9.781531,2.191667,0,634.0124
2022-07-28 10:50:00+03:00,0.496915,41.38247,31.70596,0,1447.618,1655.008,2241.931,26.24717,26.37796,29.72851,11.77361,9.77846,2.175893,0,657.2824
2022-07-28 11:00:00+03:00,0.215441,39.07454,31.59151,0,1448.01,1656.117,2264.28,26.24717,26.37796,30.70804,11.7677,9.77539,2.172262,0,678.4543
2022-07-28 11:10:00+03:00,0.238119,38.28107,32.23621,0,1447.173,1656.404,2281.981,26.22681,26.37796,32.08747,11.79726,9.77539,2.14095,0,701.1521
2022-07-28 11:20:00+03:00,0.214774,36.26307,32.96483,0,1449.189,1656.404,2306.325,26.24717,26.40345,33.32623,11.76475,9.77846,2.113476,0,719.2721
2022-07-28 11:30:00+03:00,0.512256,36.08759,33.44549,0,1451.141,1658.053,2340.806,26.24717,26.50544,34.39634,11.75589,9.769253,2.093307,0,741.7792
